amount,receiver_name,receiver_ref
1,Anna Taux,https://d-nb.info/gnd/1052249388
1,"Spreckelsen, Peter von",https://d-nb.info/gnd/1052456685
1,"Naumann, Gerhard",https://d-nb.info/gnd/1052463371
1,"Bach, Friedrich August",https://d-nb.info/gnd/1052510337
1,"Woolhouse, John Thomas",https://d-nb.info/gnd/104179619
1,Herzog Moritz Wilhelm von Sachsen-Zeitz,https://d-nb.info/gnd/104177209
1,Christian Fende,https://d-nb.info/gnd/102458057
1,Martin Brustmann,https://d-nb.info/gnd/1034658336
1,"Münnich, Johann Andreas",https://d-nb.info/gnd/1027005632
1,Max Hein,https://d-nb.info/gnd/1027108822
1,"Menzel, Johann Friedrich Leonhard",https://d-nb.info/gnd/1027194230
1,Herzog Johann Georg I. von Sachsen-Eisenach,https://d-nb.info/gnd/102816964
1,"Miger, Simon Charles",https://d-nb.info/gnd/102826773
1,Johann Nikolaus Misler,https://d-nb.info/gnd/102830215
1,Joseph Carl Rosenbaum,https://d-nb.info/gnd/1028431589
1,"Salkind, Alexander",https://d-nb.info/gnd/1028998090
1,"Duval, Henri",https://d-nb.info/gnd/102992886X
1,Eduard Schöning,https://d-nb.info/gnd/1030010897
1,"Giech, Julie Gräfin von",https://d-nb.info/gnd/1030227659
1,Johann Ingewinkel,https://d-nb.info/gnd/1030581576
1,Heinrich Dornemann,https://d-nb.info/gnd/103104380
1,Heinrich Ludwig Barthels,https://d-nb.info/gnd/103104674
1,Johann Heinlein,https://d-nb.info/gnd/103154817
1,Äbtissin [Ursula] des Benediktinerinnenklosters Chiemsee,https://d-nb.info/gnd/103155449
1,"Faber, Ägidius",https://d-nb.info/gnd/103159088
1,"Heckscher, James",https://d-nb.info/gnd/1031738150
1,"Offredi, Charles",https://d-nb.info/gnd/1032370130
1,"Bayer, Franz Rudolph",https://d-nb.info/gnd/1032615583
1,"Khonn, Johann Conrad",https://d-nb.info/gnd/1033023175
1,"Schel, Hermann",https://d-nb.info/gnd/1033141585
1,"Fugger, Alexius",https://d-nb.info/gnd/1033152900
1,Johanne (Johanna) Susanne Bohl,https://d-nb.info/gnd/1033439274
1,"Wild, Stephan",https://d-nb.info/gnd/1033441031
1,"Mounsey, Ann",https://d-nb.info/gnd/1033577162
1,Franz Posselt,https://d-nb.info/gnd/1034345605
1,"Cappi, Pietro",https://d-nb.info/gnd/1034434942
1,Henriette Johanna Konstantia von Manteuffel,https://d-nb.info/gnd/1034488082
1,"Simon, Johann Philipp",https://d-nb.info/gnd/1026901626
1,"Lorma, Grete",https://d-nb.info/gnd/1026895448
1,August Johann Georg von Harlem,https://d-nb.info/gnd/1026762219
1,"Balduin, Andreas",https://d-nb.info/gnd/102527393
1,Daniel Erhard Günther,https://d-nb.info/gnd/102459266
1,Johann Gottlieb Faber,https://d-nb.info/gnd/102463298
1,"Gericke, Johann Friedrich Carl",https://d-nb.info/gnd/102476691
1,Bernhard Vogel,https://d-nb.info/gnd/1024780767
1,Gf. Johann Albrecht von Mansfeld,https://d-nb.info/gnd/102478945
1,"Carl, Friedrich",https://d-nb.info/gnd/102479844
1,Johann Friedrich Gottlieb Delbrück,https://d-nb.info/gnd/102484082
1,"Funck, Thomas",https://d-nb.info/gnd/102484309
1,Frances Randall,https://d-nb.info/gnd/1024878724
1,Kaspar Fiedler,https://d-nb.info/gnd/102493898
1,"Hoffmann, Johann Martin",https://d-nb.info/gnd/102511373
1,"Abeles, Otto",https://d-nb.info/gnd/1025144899
1,"Gehe, Eduard",https://d-nb.info/gnd/102522359
1,[Rudolph Friedrich von] Schultt,https://d-nb.info/gnd/102533490
1,"Nobl, Gabor",https://d-nb.info/gnd/102666539
1,Johann Joachim Wolf?,https://d-nb.info/gnd/102540527
1,Johann Weidemann,https://d-nb.info/gnd/102554099
1,Johann Christoph Linekogel,https://d-nb.info/gnd/102561281
1,"Friese, Bendedikt Andreas",https://d-nb.info/gnd/102568596
1,Arnout Vosmaer,https://d-nb.info/gnd/1025735900
1,Michael Alexander Petschacher,https://d-nb.info/gnd/1025883411
1,Voigt (Verleger),https://d-nb.info/gnd/1026018137
1,Herzog Friedrich August von Württemberg-Neuenstadt,https://d-nb.info/gnd/102608520
1,"Piringer, Ferdinand",https://d-nb.info/gnd/1026177170
1,Joachim Busse,https://d-nb.info/gnd/1026274567
1,"Winternitz, Jakob,von",https://d-nb.info/gnd/1026292271
1,"Herger, Ernst",https://d-nb.info/gnd/10263629X
1,"Niboyet, Eugénie, geb. Mouchon",https://d-nb.info/gnd/1026392993
1,"Wiebeking, Charlotte von",https://d-nb.info/gnd/1034559753
1,Clara von Braunschweig-Lüneburg,https://d-nb.info/gnd/1034675559
1,Herzog Ernst August von Sachsen-Weimar,https://d-nb.info/gnd/104175931
1,"Deyger, Johann Valentin",https://d-nb.info/gnd/103475355X
1,Georg August Flemming,https://d-nb.info/gnd/104046430
1,"Mannagetta, Johann Wilhelm",https://d-nb.info/gnd/104048948
1,Jean Gabriel Maurice Rocques de Montgaillard (De Mareux Montgaillard?),https://d-nb.info/gnd/104056541
1,Carl Gottlieb Ehler,https://d-nb.info/gnd/104061278
1,Johann Philipp Saltzmann,https://d-nb.info/gnd/104073756
1,"Waitz, Jacob",https://d-nb.info/gnd/104075910
1,"Schnitzer, Sigismund",https://d-nb.info/gnd/104084588
1,Giovanni Agostino Perotti,https://d-nb.info/gnd/104090359
1,"Kießling (Kiesling) , Johann Georg Gottfried",https://d-nb.info/gnd/104098112
1,[Wolfgang Schutzbar] (Deutschmeister),https://d-nb.info/gnd/104107448
1,Propst [Magnus von Anhalt],https://d-nb.info/gnd/104113561
1,Johann Rudolf Füßli,https://d-nb.info/gnd/104114843
1,"Sagittarius, Christian",https://d-nb.info/gnd/104117273
1,"Schwerdtgeburth, Carl August",https://d-nb.info/gnd/104122021
1,Baron de Férussac,https://d-nb.info/gnd/104123176
1,"Imhoff, Carl Albert Ludwig",https://d-nb.info/gnd/1041252404
1,Markgraf Johann Friedrich von Brandenburg-Ansbach,https://d-nb.info/gnd/104130881
1,"Landvoigt, Friedrich August",https://d-nb.info/gnd/104135816
1,"Matthäi, Friedrich",https://d-nb.info/gnd/104140674
1,Johann Saubert,https://d-nb.info/gnd/104142197
1,"Thammüller, Blasius",https://d-nb.info/gnd/10414601X
1,"Wider, Johann Christoph",https://d-nb.info/gnd/104155035
1,Johann Gottfried Olearius,https://d-nb.info/gnd/104156198
1,Herzogin Johannetta von Sachsen-Eisenach,https://d-nb.info/gnd/104158492
1,"Nehmiz, Carl Adolf",https://d-nb.info/gnd/104163186
1,[Caspar Zeuner] (Superintendent),https://d-nb.info/gnd/104170131
1,"Zeschau, Heinrich Siegmund von",https://d-nb.info/gnd/104170603
1,"Thümen, Moritz von",https://d-nb.info/gnd/104172207
1,Eleonore Erdmuthe Luise von Brandenburg-Ansbach,https://d-nb.info/gnd/104175354
1,"Brand, Alexander",https://d-nb.info/gnd/104008059
1,Bernhard Meyer,https://d-nb.info/gnd/103948430
1,"Marxsen, Eduard",https://d-nb.info/gnd/103922253
1,"Schmezer, Elise",https://d-nb.info/gnd/1037337670
1,Kammerrichter [Gf. Siegmund zum Hag],https://d-nb.info/gnd/1034766600
1,"Hude, Segebade von der",https://d-nb.info/gnd/103490079X
1,"Holle, Louis??",https://d-nb.info/gnd/1034904337
1,"Hofmeister, Adolph",https://d-nb.info/gnd/1034908030
1,Hz. Philipp von Braunschweig-Lüneburg zu Grubenhagen,https://d-nb.info/gnd/1035114429
1,"Ochernal, Carl Friedrich",https://d-nb.info/gnd/1035116065
1,"Scarabaeus, Georg",https://d-nb.info/gnd/1035133458
1,"Veltmann, M. B.",https://d-nb.info/gnd/1035179288
1,Georg Lenz,https://d-nb.info/gnd/1035180413
1,"Waldmann, Georg",https://d-nb.info/gnd/1035620979
1,"Sieber, Ferdinand",https://d-nb.info/gnd/1036758699
1,Johann Elßler,https://d-nb.info/gnd/1036903699
1,Justus Dozem,https://d-nb.info/gnd/1037052080
1,"Richter, Paul Heinrich Emanuel",https://d-nb.info/gnd/1037496345
1,"Káldy, Julius",https://d-nb.info/gnd/103908366
1,Christian Friedrich Gutsch,https://d-nb.info/gnd/103749878X
1,Carl Gottlieb Strauß,https://d-nb.info/gnd/1037498933
1,Heinrich Gottlieb Rothe,https://d-nb.info/gnd/1037499859
1,Jakob Ott,https://d-nb.info/gnd/103753641X
1,"Fischer, Theodor",https://d-nb.info/gnd/1037539028
1,W. Brede (i. e. Weiß und Brede?),https://d-nb.info/gnd/1037546393
1,"Niemeyer, Georg Wilhelm",https://d-nb.info/gnd/1037546806
1,"Starcke, Johann Friedrich",https://d-nb.info/gnd/1037547209
1,"Carattoni, Agostino",https://d-nb.info/gnd/1037562658
1,"Mitmánek, Wenzel",https://d-nb.info/gnd/1037857216
1,"Wichtl, Georg",https://d-nb.info/gnd/103785728
1,Thomas Linley junior,https://d-nb.info/gnd/103860312
1,"Dupont, Johannes Franz",https://d-nb.info/gnd/103884793
1,Georg Wilhelm Böhmer,https://d-nb.info/gnd/1159995184
1,"Abel, Cuno",https://d-nb.info/gnd/116001771
1,Johann Joachim Spalding,https://d-nb.info/gnd/118751719
1,"Mensdorff-Pouilly-Dietrichstein, Albert Graf",https://d-nb.info/gnd/117566993
1,"Faucher, Léon",https://d-nb.info/gnd/11750291X
1,"Faulcon de La Parisière, Marie-Félix",https://d-nb.info/gnd/117502944
1,Johann Faust,https://d-nb.info/gnd/117503010
1,Georg Haulik von Várallya,https://d-nb.info/gnd/117504246
1,"Schmidt, Heinrich",https://d-nb.info/gnd/117506575
1,Johann Schmidt,https://d-nb.info/gnd/117507024
1,"Keil, Ernst (Red. der Gartenlaube)",https://d-nb.info/gnd/11750727X
1,Gustav A. Fintelmann,https://d-nb.info/gnd/117508241
1,"Sonnenthal, Hermine von",https://d-nb.info/gnd/117508403
1,"Schmidt, Johann Ernst Christian",https://d-nb.info/gnd/117510181
1,"Kestner, Herrmann",https://d-nb.info/gnd/117512419
1,Wilhelm Heine,https://d-nb.info/gnd/117513172
1,John B. Floyd,https://d-nb.info/gnd/117514276
1,"Hencke, Karl Ludwig",https://d-nb.info/gnd/117516465
1,"Heucher, Johann Heinrich von",https://d-nb.info/gnd/117524034
1,"Vogel, Benedict Christian",https://d-nb.info/gnd/117529982
1,David Hosack,https://d-nb.info/gnd/117531898
1,Johann Rivius der Jüngere,https://d-nb.info/gnd/117533254
1,"Babington, Benjamin Guy",https://d-nb.info/gnd/117534552
1,"Schmidt, Maximilian Friedrich Christian",https://d-nb.info/gnd/117535168
1,Karl Wilhelm Kortüm,https://d-nb.info/gnd/117537969
1,[Christian Friedrich Kraut],https://d-nb.info/gnd/117540226
1,Franois Pierre Nicolas Gillet de Laumont,https://d-nb.info/gnd/117544531
1,"Naigeon, Jacques-André",https://d-nb.info/gnd/117547123
1,"Meier, Adolph",https://d-nb.info/gnd/117551708
1,"Meier, Daniel Eduard",https://d-nb.info/gnd/117551767
1,Friedrich Heinrich Martini,https://d-nb.info/gnd/117552607
1,Friedrich Albrecht Anton Meyer,https://d-nb.info/gnd/117558540
1,"Melder-Creutz, Jonas",https://d-nb.info/gnd/117560553
1,"Émeric-David, Toussaint Bernard",https://d-nb.info/gnd/117500178
1,Charles Voss,https://d-nb.info/gnd/117495255
1,Meno Hanneken,https://d-nb.info/gnd/117494968
1,Ernst Wilhelm Wolf,https://d-nb.info/gnd/117458600
1,"Wucherer, Johann Christian Jacob",https://d-nb.info/gnd/117429481
1,"Wülfer, Daniel",https://d-nb.info/gnd/117429740
1,"Augustus Frederick (George Augustus Frederick), Prince of Wales, 1801 Duke of Sussex",http://d-nb.info/gnd/100563880
1,"De Vito, Onorio",https://d-nb.info/gnd/117437573
1,"Tzschoppe, Gustav Adolph von",https://d-nb.info/gnd/117440302
1,"Wolff, Bernhard",https://d-nb.info/gnd/117442003
1,"Sobry, Jean-François",https://d-nb.info/gnd/11744233X
1,Constantin Wolff,https://d-nb.info/gnd/117445193
1,"Witzleben, Johann Wilhelm K. E.",https://d-nb.info/gnd/117445614
1,Otto Vossler,https://d-nb.info/gnd/117451452
1,Adolf Soetbeer,https://d-nb.info/gnd/117452726
1,"Wohlgemuth, Else",https://d-nb.info/gnd/117457272
1,"Woiwode, Lina",https://d-nb.info/gnd/117458139
1,Barnas Sears,https://d-nb.info/gnd/117458767
1,"Speyer, Charlotte",https://d-nb.info/gnd/117493104
1,"Sechtling, Ferdinand",https://d-nb.info/gnd/117459194
1,Alexandrine Charlotte Marianne Wilhelmine von Seckendorff-Aberdar,https://d-nb.info/gnd/117459240
1,"Solger, Henriette",https://d-nb.info/gnd/117460915
1,Friedrich Ludwig Christian zu Solms-Laubach,https://d-nb.info/gnd/117462241
1,"Serre, Friedrich Anton",https://d-nb.info/gnd/117467626
1,"Servaes, Franz",https://d-nb.info/gnd/117467979
1,Charlotte Servière,https://d-nb.info/gnd/117470309
1,"Christian Gottlob von Voigt, der Jüngere",https://d-nb.info/gnd/117471356
1,"Voigt, Henriette",https://d-nb.info/gnd/117471984
1,David Christoph Seybold,https://d-nb.info/gnd/117475165
1,"Spalding, Georg Ludwig",https://d-nb.info/gnd/117480088
1,"Specht, Richard",https://d-nb.info/gnd/117481947
1,"Spohr, Albert",https://d-nb.info/gnd/117485284
1,Dr. Johann Friedrich Meyer,https://d-nb.info/gnd/117562084
1,Georg von Meyendorff,https://d-nb.info/gnd/117568627
1,"Tralles, Johann Georg",https://d-nb.info/gnd/117421995
1,"Meyerstein, Moritz",https://d-nb.info/gnd/117570419
1,"Schreiber, Johann Friedrich",https://d-nb.info/gnd/117646261
1,Christoph Gottlieb Schröter,https://d-nb.info/gnd/117646709
1,"Casper, Johann Ludwig",https://d-nb.info/gnd/117648213
1,"Crell, Paul",https://d-nb.info/gnd/117664480
1,"Auzout, Adrien",https://d-nb.info/gnd/117669490
1,"Ammon, Friedrich Wilhelm Philipp",https://d-nb.info/gnd/117671460
1,Jean Baptiste Olivier Garnerin Sr.,https://d-nb.info/gnd/117673498
1,"Stromer, Johann",https://d-nb.info/gnd/117676969
1,Joachim Friedrich von Brandenburg,https://d-nb.info/gnd/117677256
1,Angelo Quaglio,https://d-nb.info/gnd/117683817
1,"Ramey, Etienne-Jules",https://d-nb.info/gnd/117686441
1,"Clavier, Étienne",https://d-nb.info/gnd/117691259
1,Rembrandt Peale,https://d-nb.info/gnd/117692719
1,"Comte, Achille",https://d-nb.info/gnd/117696900
1,"Volmar, Melchior",https://d-nb.info/gnd/117704954
1,"Leyen, Gustav Heinrich von der (Sohn von Friedrich Heinrich)",https://d-nb.info/gnd/1177194910
1,"Ackens, Christian Felix",https://d-nb.info/gnd/117733725
1,Marie Brentano,https://d-nb.info/gnd/117734691
1,Peter Anton Brentano,https://d-nb.info/gnd/117734861
1,Marie-Catherine-Céleste Spontini,https://d-nb.info/gnd/117743615
1,Mathilde von Waldenburg,https://d-nb.info/gnd/117746266
1,"Wehner, Pauline",https://d-nb.info/gnd/117746355
1,Oberbürgermeister v. Weise,https://d-nb.info/gnd/117746371
1,"Wolff, Hermann",https://d-nb.info/gnd/117746541
1,Maximilian von Egmont,https://d-nb.info/gnd/117751588
1,"Brunner, Balthasar",https://d-nb.info/gnd/117752118
1,"Adolf Friedrich V., Mecklenburg-Strelitz, Großherzog",https://d-nb.info/gnd/117762601
1,"Anders, Johann Daniel",https://d-nb.info/gnd/117763128
1,Graf Anton Günther,https://d-nb.info/gnd/117764337
1,Wilhelm Heinrich Sebastian Bucholtz,https://d-nb.info/gnd/117638765
1,"Diest, Heinrich von",https://d-nb.info/gnd/117637459
1,Johann Deutschmann,https://d-nb.info/gnd/117633259
1,Sidney E. Morse,https://d-nb.info/gnd/117603872
1,"Michaud, Louis-Gabriel",https://d-nb.info/gnd/117570788
1,"Wendler, Christian Adolph",https://d-nb.info/gnd/117572098
1,David Heinrich Müller,https://d-nb.info/gnd/11757547X
1,Graf Victor Wimpffen,https://d-nb.info/gnd/117581658
1,Charles T. Beke,https://d-nb.info/gnd/117583448
1,"Nicolai, Heinrich Albert",https://d-nb.info/gnd/117584258
1,"Nicolle, Dominique-Charles, abbé",https://d-nb.info/gnd/117584444
1,"Müller, Christian",https://d-nb.info/gnd/117592579
1,"Bernhard II Sachsen-Meiningen, Herzog",https://d-nb.info/gnd/117593702
1,"Zeschau, Heinrich Anton von",https://d-nb.info/gnd/117597295
1,"Rublack, August",https://d-nb.info/gnd/117598410
1,"Moreau, César",https://d-nb.info/gnd/117601403
1,"Müller, Minna",https://d-nb.info/gnd/117602434
1,L. Moser,https://d-nb.info/gnd/117604070
1,"Siegesbeck, Johann Georg",https://d-nb.info/gnd/117629340
1,"Müller, Carl (Müller-Quartett 1)",https://d-nb.info/gnd/117604461
1,"Birch, Thomas",https://d-nb.info/gnd/117604933
1,"Birnbaum, Abraham",https://d-nb.info/gnd/117605026
1,Ernest Laugier,https://d-nb.info/gnd/117606782
1,Anton Jaksch von Wartenhorst,https://d-nb.info/gnd/117610909
1,"Müller, Joseph Godehard",https://d-nb.info/gnd/117610992
1,"Müller, Wilhelm",https://d-nb.info/gnd/117612499
1,Gottfried von Jena,https://d-nb.info/gnd/117614998
1,Prinz Wilhelm von Baden,https://d-nb.info/gnd/117617628
1,"Borbstaedt, Adolf",https://d-nb.info/gnd/117620645
1,"Borch, Ole",https://d-nb.info/gnd/117621455
1,"Dase, Zacharias",https://d-nb.info/gnd/117622613
1,Ahasverus Heinrich August Otto Magnus Ferdinand Graf von Lehndorff,https://d-nb.info/gnd/11762621X
1,Jean Baptiste Gaspard d'Ansse de Villoison,https://d-nb.info/gnd/117428272
1,"Tralles, Johann Christian",https://d-nb.info/gnd/117421979
1,"Bartlitz, Eveline",https://d-nb.info/gnd/117767611
1,Anton Graf zu Stolberg-Wernigerode,https://d-nb.info/gnd/117286400
1,"Weidemüller, Heinrich",https://d-nb.info/gnd/117239488
1,Johann Peter Weidmann,https://d-nb.info/gnd/117240494
1,"Petrick, Marie",https://d-nb.info/gnd/1172446717
1,"Stieglitz, Johann",https://d-nb.info/gnd/117245402
1,"Steinbach, Musikdirektor",https://d-nb.info/gnd/117245666
1,"Ubell, Hermann",https://d-nb.info/gnd/117249238
1,"Techel, Jakob",https://d-nb.info/gnd/117249920
1,"Loving, Pierre",https://d-nb.info/gnd/117250317
1,"Lowitz, Georg Moriz",https://d-nb.info/gnd/117251763
1,"Lua, August Ludwig",https://d-nb.info/gnd/11725259X
1,"Weilen, Alexander Weil Ritter von",https://d-nb.info/gnd/117252700
1,"Tellkampf, Adolf",https://d-nb.info/gnd/117254843
1,"Stier, Rudolf",https://d-nb.info/gnd/117257958
1,"Mannstein, Heinrich Ferdinand",https://d-nb.info/gnd/117259268
1,"Stimmel, Johann Gottlob",https://d-nb.info/gnd/117259675
1,Johann Christoph Stockhausen,https://d-nb.info/gnd/117261637
1,Johann Adam Steinmetz,https://d-nb.info/gnd/117262692
1,"Weinbrenner, Louis",https://d-nb.info/gnd/117262935
1,Franz Eilhard Schulze,https://d-nb.info/gnd/117263427
1,"Steinrück, Albert",https://d-nb.info/gnd/117263923
1,Tamás Steller,https://d-nb.info/gnd/117265039
1,"Weinlig, Christian Theodor",https://d-nb.info/gnd/117269565
1,"Schimon, Ferdinand",https://d-nb.info/gnd/117271454
1,"Stephani, Hermann",https://d-nb.info/gnd/117272914
1,"Weinrich, Marie",https://d-nb.info/gnd/117275522
1,Friedrich Karl von Tettenborn,https://d-nb.info/gnd/117275948
1,"Weis, Carl",https://d-nb.info/gnd/117276324
1,Wilhelm Schulze,https://d-nb.info/gnd/11728310X
1,Jeremias Balthasar Ludwig,https://d-nb.info/gnd/117283223
1,"Stein, Eduard",https://d-nb.info/gnd/117237973
1,"Weichselbaumer, C.",https://d-nb.info/gnd/117235288
1,Georg Ernst Tatter,https://d-nb.info/gnd/117232831
1,Rudolph Wedekind,https://d-nb.info/gnd/117205028
1,"Bursy, Karl",https://d-nb.info/gnd/117176710
1,Balthasar Münter,https://d-nb.info/gnd/117178756
1,"Busoni, Gerda",https://d-nb.info/gnd/117183482
1,Johann Paul Schulthesius,https://d-nb.info/gnd/117184683
1,Augusta von Buttlar,https://d-nb.info/gnd/117186880
1,Michail Nikolaevič Musin-Puškin,https://d-nb.info/gnd/117188883
1,"Lohbauer, Rudolf",https://d-nb.info/gnd/117191175
1,Johann Daniel Overbeck,https://d-nb.info/gnd/117191353
1,Johann Scheibler,https://d-nb.info/gnd/117193194
1,"Schelble, Johann Nepomuk",https://d-nb.info/gnd/117194891
1,"Lohmeyer, Julius",https://d-nb.info/gnd/117196614
1,"Tal, Ernst Peter",https://d-nb.info/gnd/117198102
1,"Tappert, Wilhelm",https://d-nb.info/gnd/117201731
1,"Nachtigal, Johann Conrad Christoph (Pseud. Otmar)",https://d-nb.info/gnd/117208876
1,Johann Friedrich Jugler,https://d-nb.info/gnd/11722944X
1,"Isenflamm, Jacob Friedrich",https://d-nb.info/gnd/117209848
1,"Isenmann, Johannes",https://d-nb.info/gnd/117209937
1,"Longpérier (de), Adrien",https://d-nb.info/gnd/117212601
1,"Itzig, Daniel",https://d-nb.info/gnd/117212822
1,Christian Gottlob Lorent (?),https://d-nb.info/gnd/117214841
1,"Stark, Ludwig",https://d-nb.info/gnd/117217204
1,Johann Gottlob Lortzing,https://d-nb.info/gnd/117219495
1,"Scherk, Heinrich Ferdinand",https://d-nb.info/gnd/117220205
1,"Scherlag, Marek",https://d-nb.info/gnd/117220353
1,Joseph Staudigl,https://d-nb.info/gnd/117223298
1,"Schewior, Hilde",https://d-nb.info/gnd/117225665
1,"Stefan, Paul",https://d-nb.info/gnd/117225789
1,"Schicht, Johann Gottfried",https://d-nb.info/gnd/117226157
1,Sophie Charlotte Eleonore Gräfin zu Stolberg-Stolberg,https://d-nb.info/gnd/117286370
1,"Stowiczek, Joseph",https://d-nb.info/gnd/117288772
1,"Witte, Karl der Ältere",https://d-nb.info/gnd/117420638
1,Daniel Stoppe,https://d-nb.info/gnd/117289000
1,Georg Wigand,https://d-nb.info/gnd/117357103
1,"Wurm, Johann Friedrich",https://d-nb.info/gnd/117357502
1,Karl Friedrich Wieland,https://d-nb.info/gnd/117361828
1,Peter Feddersen Stuhr,https://d-nb.info/gnd/117363111
1,Georg Adolph Suckow,https://d-nb.info/gnd/117365785
1,August Ferdinand von Veltheim,https://d-nb.info/gnd/117369454
1,Balthasar Venator,https://d-nb.info/gnd/117369993
1,"Wüerst, Richard",https://d-nb.info/gnd/117375268
1,"Tieck, Dorothea",https://d-nb.info/gnd/11737606X
1,Friedrich Wilhelm Wilberg,https://d-nb.info/gnd/117377600
1,"Wigand, Johannes",https://d-nb.info/gnd/117383317
1,Johann Bernhard Vermehren,https://d-nb.info/gnd/117388920
1,"Szymanowska, Maria",https://d-nb.info/gnd/117392359
1,"Töpken, Albert Theodor",https://d-nb.info/gnd/117393088
1,"Tollmann, Johann Michael",https://d-nb.info/gnd/117394696
1,"Vesling, Johann",https://d-nb.info/gnd/117395021
1,Anna Maria Windischmann,https://d-nb.info/gnd/11740098X
1,Johann Schweighäuser,https://d-nb.info/gnd/117401722
1,"Tivendell, Henry",https://d-nb.info/gnd/117401862
1,"Schweikart, Ferdinand Carl",https://d-nb.info/gnd/117401951
1,Otto Singer,https://d-nb.info/gnd/117402567
1,Traugott Trautwein,https://d-nb.info/gnd/11740697X
1,Unterrichtsminister Trefort,https://d-nb.info/gnd/117408603
1,"Winterberger, Georg",https://d-nb.info/gnd/117410152
1,Rudolf Wiersing,https://d-nb.info/gnd/117411876
1,"Wilskamp, Gerhard",https://d-nb.info/gnd/117412937
1,"Wiskemann, Heinrich",https://d-nb.info/gnd/11741297X
1,Wilhelm Treue,https://d-nb.info/gnd/117415537
1,"Triller, Daniel Wilhelm",https://d-nb.info/gnd/117418730
1,"Siebold, Eduard von",https://d-nb.info/gnd/117356638
1,"Vauchel, Jean",https://d-nb.info/gnd/117356301
1,"Vater, Abraham",https://d-nb.info/gnd/117355666
1,"Luise, Eleonore",https://d-nb.info/gnd/117313408
1,Georg Weiße,https://d-nb.info/gnd/117289884
1,"Weiß, Julian",https://d-nb.info/gnd/117291048
1,Friederike Helene Unger,https://d-nb.info/gnd/117293091
1,"Unger, Fürchtegott",https://d-nb.info/gnd/117293148
1,Caroline Unger-Sabatier,https://d-nb.info/gnd/11729392X
1,"Weisse, Adolf",https://d-nb.info/gnd/11729943X
1,"Weißenborn, Ernst",https://d-nb.info/gnd/117301019
1,"Stranik, Erwin",https://d-nb.info/gnd/117307033
1,"Einhorn, Hieronymus",https://d-nb.info/gnd/117310115
1,"Unzelmann, Carl",https://d-nb.info/gnd/117311154
1,Pauline Strauss,https://d-nb.info/gnd/117312355
1,Richard Strauss (jun.),https://d-nb.info/gnd/11731238X
1,Adolph Friedrich Karl Streckfuß,https://d-nb.info/gnd/117313165
1,"Westphal, Moritz",https://d-nb.info/gnd/117321230
1,Konrad von Studt,https://d-nb.info/gnd/117354732
1,"Luther, Paul",https://d-nb.info/gnd/117322229
1,Alexander von Schleinitz,https://d-nb.info/gnd/117323772
1,"Vaerst, Eugen, Baron von",https://d-nb.info/gnd/117325015
1,Jacob Schlesinger,https://d-nb.info/gnd/117326100
1,"Schlik, Elise",https://d-nb.info/gnd/117327433
1,"Schlodtmann, Franz",https://d-nb.info/gnd/117329282
1,"Schloß, Max",https://d-nb.info/gnd/117330019
1,"Schlosser, J. F. H.",https://d-nb.info/gnd/117330132
1,Philipp Christian Weiland (Weyland),https://d-nb.info/gnd/117332704
1,"Thiemann, Georg August",https://d-nb.info/gnd/117340871
1,Adam Struensee,https://d-nb.info/gnd/117348120
1,"Thomasius, Gottfried",https://d-nb.info/gnd/117350249
1,Julius Wunder,https://d-nb.info/gnd/117354198
1,"Aurogallus, Matthäus",https://d-nb.info/gnd/117765066
1,Karl Dietrich von Wehrt (auch: Werht),https://d-nb.info/gnd/118084593
1,Wilhelm von Burgsdorff,https://d-nb.info/gnd/117169005
1,Giovanni Francesco Commendone,https://d-nb.info/gnd/118676679
1,Jeanne Françoise Julie Adélaïde Récamier,https://d-nb.info/gnd/118641891
1,"Shaw, G. Bernard",https://d-nb.info/gnd/118642375
1,Fritz Valjavec,https://d-nb.info/gnd/118643088
1,"Alciatus, Andreas",https://d-nb.info/gnd/118644432
1,"Ampère, André Marie",https://d-nb.info/gnd/118645048
1,Johann Peter Friedrich Ancillon,https://d-nb.info/gnd/118645110
1,Rektor Adolf von Baeyer,https://d-nb.info/gnd/118646346
1,Konrad Ernst Ackermann,https://d-nb.info/gnd/118646761
1,"Albert, Großbritannien, Prinzgemahl",https://d-nb.info/gnd/11864758X
1,"Häring, Wilhelm",https://d-nb.info/gnd/118648071
1,Johann Beckmann,https://d-nb.info/gnd/118654624
1,"Benecke, Georg Friedrich",https://d-nb.info/gnd/11865537X
1,Pietro Bertano,https://d-nb.info/gnd/118656678
1,"Bembo, Pietro",https://d-nb.info/gnd/118658115
1,"Bernhardi, Carl",https://d-nb.info/gnd/118658476
1,Heinrich Braun,https://d-nb.info/gnd/118659871
1,Robert Bridges,https://d-nb.info/gnd/118660063
1,Herbert (Graf) Fürst von Bismarck,https://d-nb.info/gnd/118663542
1,"Bleibtreu, Karl",https://d-nb.info/gnd/118663909
1,"Bull, Ole",https://d-nb.info/gnd/118664883
1,"Camerarius, Rudolf Jakob",https://d-nb.info/gnd/118666762
1,"Campe, Friedrich",https://d-nb.info/gnd/118666835
1,"Campeggio, Tommaso",https://d-nb.info/gnd/118666851
1,Heinrich von Bülow,https://d-nb.info/gnd/118667955
1,Champfleury,https://d-nb.info/gnd/118669060
1,"Courier de Méré, Paul-Louis",https://d-nb.info/gnd/118670255
1,"David, Jakob Julius",https://d-nb.info/gnd/118671103
